Name,Country,Age,"Height, cm",Weight,Sex,Date of birth,Place of birth,Gold,Silver,Bronze,Total,Sport,Event
Anis Ananenka,Belarus,26,176.0,65.0,M,11/29/1985,ZHLOBIN (BLR),0,0,0,0,Athletics,Men's 800m
Anton Anchin,Russian Federation,22,187.0,68.0,M,1/30/1990,BASHKIRIA (RUS),0,0,0,0,Swimming,Men's 200m Backstroke
Stine Andersen,Denmark,27,169.0,75.0,F,1/16/1985,NYKOBING SJAELLAND (DEN),0,0,0,0,Shooting,Women's 10m Air Rifle
Alyssa Anderson,United States of America,21,173.0,64.0,F,9/30/1990,Granite Bay (USA),1,0,0,1,Swimming,Women's 4x200m Freestyle Relay
Haley Anderson,United States of America,20,178.0,68.0,F,11/20/1991,Santa Clara (USA),0,0,0,0,Swimming,Women's 10km Marathon
Matthew Anderson,United States of America,25,208.0,93.0,M,4/18/1987,Buffalo (USA),0,0,0,0,Volleyball,Men's Volleyball
Isabellah Andersson,Sweden,31,170.0,55.0,F,11/12/1980,Kisii (KEN),0,0,0,0,Athletics,Women's Marathon
Danail Andonov Petrov,Bulgaria,34,171.0,63.0,M,2/5/1978,KAZANLAK (BUL),0,0,0,0,Cycling - Road,Men's Road Race
Francisco Andrade,Portugal,32,172.0,77.0,M,7/6/1980,BRAZIL (BRA),0,0,0,0,Sailing,Men's 49er
Marcia Yuleisi Andrades Mendoza,Venezuela,28,165.0,55.0,F,5/17/1984,Cumana (VEN),0,0,0,0,Wrestling,Women's 55kg Freestyle
Bjorn Andrae,Germany,31,200.0,97.0,M,5/14/1981,Berlin (GER),0,0,0,0,Volleyball,Men's Volleyball
Nilson Andre,Brazil,26,172.0,70.0,M,1/30/1986,Rio De Janeiro (BRA),0,0,0,0,Athletics,"Men's 100m, Men's 4 x 100m Relay"
Grigoriy Andreev,Russian Federation,36,180.0,70.0,M,1/7/1976,Bashkortostan (RUS),0,0,0,0,Athletics,Men's Marathon
Ekaterina Andreeva,Russian Federation,19,174.0,64.0,F,8/3/1993,VLADIMIR (RUS),0,0,0,0,Swimming,Women's 200m Individual Medley
Iuliia Andreeva,Kyrgyzstan,28,168.0,58.0,F,3/7/1984,Bishkek (KGZ),0,0,0,0,Athletics,Women's Marathon
Viktoriia Andreeva,Russian Federation,20,189.0,76.0,F,6/21/1992,Sankt,0,0,0,0,Swimming,Women's 4x100m Freestyle Relay
Antonakis Andreou,Cyprus,37,173.0,68.0,M,11/24/1974,DEKELEIA (CYP),0,0,0,0,Shooting,Men's Skeet
Panagiota Andreou,Cyprus,16,162.0,55.0,F,11/10/1995,Paralimni (CYP),0,0,0,0,Shooting,Women's Skeet
Jake Andrewartha,Australia,22,196.0,120.0,M,12/24/1989,CLARE (AUS),0,0,0,0,Judo,Men's +100kg
Valerii Andriitsev,Ukraine,25,189.0,102.0,M,2/27/1987,Kyiv (UKR),0,0,0,0,Wrestling,Men's 96kg Freestyle
Alona Andruk,Ukraine,25,170.0,56.0,F,6/11/1987,Kiev (UKR),0,0,0,0,Cycling - Road,Women's Road Race
Tamir Andryei,Mongolia,26,181.0,80.0,M,1/24/1986,Orkhon Province (MGL),0,0,0,0,Swimming,Men's 100m Freestyle
Juan Diego Angeloni,Argentina,34,168.0,60.0,M,6/24/1978,ROSARIO DEL TALA (ARG),0,0,0,0,Shooting,Men's 50m Rifle Prone
Ivo Serafimov Angelov,Bulgaria,27,164.0,60.0,M,10/15/1984,PERNIK (BUL),0,0,0,0,Wrestling,Men's 60kg Greco-Roman
Giuseppe Angilella,Italy,27,177.0,77.0,M,8/27/1984,Palermo (ITA),0,0,0,0,Sailing,Men's 49er
Vitaliy Anichkin,Kazakhstan,23,170.0,60.0,M,11/11/1988,Uralsk (KAZ),0,0,0,0,Athletics,Men's 50km Race Walk
Vida Anim,Ghana,28,162.0,63.0,F,12/7/1983,Accra (GHA),0,0,0,0,Athletics,Women's 200m
Adil Annani,Morocco,32,172.0,56.0,M,6/30/1980,OLD AMLOUL (MAR),0,0,0,0,Athletics,Men's Marathon
Sajjad Anoushiravani Hamlabad,Islamic Republic of Iran,28,192.0,105.0,M,5/12/1984,ARDEBIL,0,0,0,0,Weightlifting,Men's +105kg
Jennifer Anson,Palau,35,165.0,63.0,F,3/5/1977,New York (USA),0,0,0,0,Judo,Women's -63kg
Lissette Alexandra Antes Castillo,Ecuador,21,168.0,55.0,F,5/2/1991,LA LIBERTAD (ECU),0,0,0,0,Wrestling,Women's 55kg Freestyle
Mark Anthony,Australia,22,187.0,90.0,M,10/13/1989,MALANG (INA),0,0,0,0,Judo,Men's -90kg
Manuel Antonio,Angola,23,177.0,69.0,M,11/3/1988,Luanda (ANG),0,0,0,0,Athletics,Men's 800m
Alexandra Antonova,Russian Federation,20,170.0,55.0,F,12/22/1991,NAMANGAN (),0,0,0,0,Water Polo,Women's Water Polo
Diana Antonova,Russian Federation,19,168.0,50.0,F,1/17/1993,NAMANGAN (),0,0,0,0,Water Polo,Women's Water Polo
Tatiana Antoshina,Russian Federation,30,174.0,55.0,F,7/27/1982,Moscow (RUS),0,0,0,0,Cycling - Road,"Women's Individual Time Trial, Women's Road Race"
Miika Antti-Roiko,Finland,23,174.0,95.0,M,11/20/1988,Kalajoki,0,0,0,0,Weightlifting,Men's 94kg
Natalya Antyukh,Russian Federation,31,178.0,69.0,F,6/26/1981,Leningrad (RUS),0,0,0,0,Athletics,Women's 400m Hurdles
Esref Apak,Turkey,31,184.0,115.0,M,1/3/1981,KALECIK / ANKARA (TUR),0,0,0,0,Athletics,Men's Hammer Throw
Nikolay Apalikov,Russian Federation,29,203.0,106.0,M,8/26/1982,ORENBURG REGION (RUS),0,0,0,0,Volleyball,Men's Volleyball
Tiago Apolonia,Portugal,26,186.0,74.0,M,7/28/1986,Lisboa,0,0,0,0,Table Tennis,Men's Team
Lusapho April,South Africa,30,172.0,50.0,M,5/24/1982,Uitenhage (RSA),0,0,0,0,Athletics,Men's Marathon
Erika Araki,Japan,28,186.0,80.0,F,8/3/1984,KURASHIKI (JPN),0,0,0,0,Volleyball,Women's Volleyball
Nada Mohammed W S Arakji,Qatar,17,162.0,60.0,F,10/30/1994,Qatar (QAT),0,0,0,0,Swimming,Women's 50m Freestyle
Juan Jose Aramburu,Spain,30,170.0,83.0,M,10/13/1981,IRUN (ESP),0,0,0,0,Shooting,Men's Skeet
Juan Esteban Arango Carvajal,Colombia,25,172.0,62.0,M,10/6/1986,MEDELLIN (COL),0,0,0,0,Cycling - Track,"Men's Omnium, Men's Team Pursuit"
Jacob Araptany,Uganda,18,168.0,58.0,M,2/11/1994,KAPRORON (UGA),0,0,0,0,Athletics,Men's 3000m Steeplechase
Yukiya Arashiro,Japan,27,171.0,64.0,M,9/22/1984,ISHIGAKI (JPN),0,0,0,0,Cycling - Road,Men's Road Race
Edward Araya,Chile,26,176.0,61.0,M,2/14/1986,Antofagasta (CHI),0,0,0,0,Athletics,Men's 50km Race Walk
Yerko Araya,Chile,26,177.0,65.0,M,2/14/1986,Antofagasta (CHI),0,0,0,0,Athletics,Men's 20km Race Walk
Shane Archbold,New Zealand,23,182.0,79.0,M,2/2/1989,TIMARU (NZL),0,0,0,0,Cycling - Track,Men's Omnium
Giulia Arcioni,Italy,26,171.0,55.0,F,3/21/1986,Roma (ITA),0,0,0,0,Athletics,Women's 4 x 400m Relay
Abeba Aregawi,Ethiopia,22,170.0,52.0,F,7/5/1990,Tigray (ETH),0,0,0,0,Athletics,Women's 1500m
Mareks Arents,Latvia,25,190.0,85.0,M,8/6/1986,Riga (LAT),0,0,0,0,Athletics,Men's Pole Vault
Samantha Arevalo Salinas,Ecuador,17,168.0,58.0,F,9/30/1994,Cuenca (ECU),0,0,0,0,Swimming,Women's 800m Freestyle
Candida Estefany Arias Perez,Dominican Republic,20,192.0,68.0,F,3/11/1992,Santo Domingo (DOM),0,0,0,0,Volleyball,Women's Volleyball
Polat Kemboi Arikan,Turkey,21,175.0,62.0,M,12/12/1990,CHEPTIRET (KEN),0,0,0,0,Athletics,"Men's 5000m, Men's 10,000m"
Wilma Arizapana,Peru,29,164.0,54.0,F,10/1/1982,Puno (PER),0,0,0,0,Athletics,Women's Marathon
Betsey Armstrong,United States of America,29,188.0,77.0,F,1/31/1983,Ann Arbor (USA),0,0,0,0,Water Polo,Women's Water Polo
Dylan Armstrong,Canada,31,193.0,139.0,M,1/15/1981,Kamloops (CAN),0,0,0,0,Athletics,Men's Shot Put
Kristin Armstrong,United States of America,38,173.0,58.0,F,8/11/1973,Memphis (USA),1,0,0,1,Cycling - Road,"Women's Individual Time Trial, Women's Road Race"
Daniel Arnamnart,Australia,22,178.0,80.0,M,9/14/1989,WAHROONGA (AUS),0,0,0,0,Swimming,"Men's 100m Backstroke, Men's 4x100m Medley Relay"
Judith Arndt,Germany,36,173.0,59.0,F,7/23/1976,KONIGS WUSTERHAUSEN (GER),0,1,0,1,"Cycling - Road, Cycling - Track","Women's Individual Time Trial, Women's Road Race, Women's Team Pursuit"
Valentina Arrighetti,Italy,27,185.0,72.0,F,1/26/1985,Genova (ITA),0,0,0,0,Volleyball,Women's Volleyball
Gabriel Arroyo,Argentina,35,194.0,95.0,M,3/3/1977,Buenos Aires (ARG),0,0,0,0,Volleyball,Men's Volleyball
Jorge David Arroyo Valdez,Ecuador,20,193.0,105.0,M,9/23/1991,FRANCISCO ORELLANA,0,0,0,0,Weightlifting,Men's 105kg
Heather Arseth,Mauritius,18,170.0,60.0,F,8/9/1993,New York (USA),0,0,0,0,Swimming,Women's 200m Freestyle
Artiom Arshanski,Israel,20,163.0,60.0,M,9/26/1991,Moscow,0,0,0,0,Judo,Men's -60kg
Andrea Arsovic,Serbia,25,165.0,59.0,F,2/5/1987,Niksic (MNE),0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Mauricio Arteaga,Ecuador,23,178.0,62.0,M,8/8/1988,Cuenca (ECU),0,0,0,0,Athletics,Men's 20km Race Walk
Rifat Artikov,Uzbekistan,29,195.0,92.0,M,1/24/1983,Tashkent Region (UZB),0,0,0,0,Athletics,Men's Decathlon
Danila Artiomov,Republic of Moldova,17,188.0,79.0,M,10/16/1994,TIRASPOL (MDA),0,0,0,0,Swimming,Men's 100m Breaststroke
Eleni Artymata,Cyprus,26,177.0,59.0,F,5/16/1986,Paralimni (CYP),0,0,0,0,Athletics,Women's 200m
Zorana Arunovic,Serbia,25,168.0,85.0,F,11/22/1986,Beograd (SRB),0,0,0,0,Shooting,"Women's 10m Air Pistol, Women's 25m Pistol"
Ardo Arusaar,Estonia,24,182.0,96.0,M,6/24/1988,Parnu (EST),0,0,0,0,Wrestling,Men's 96kg Greco-Roman
Maryna Arzamasava,Belarus,24,173.0,57.0,F,12/17/1987,Minsk (BLR),0,0,0,0,Athletics,Women's 800m
Mohammad Arzandeh,Islamic Republic of Iran,24,180.0,76.0,M,10/30/1987,Borojen (IRI),0,0,0,0,Athletics,Men's Long Jump
Elena Arzhakova,Russian Federation,22,167.0,54.0,F,9/8/1989,ALTAY REGION (RUS),0,0,0,0,Athletics,Women's 800m
Maryam Arzouqi,Kuwait,25,165.0,55.0,F,3/6/1987,KUWAIT (KUW),0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Laura Asadauskaite,Lithuania,28,160.0,48.0,F,2/28/1984,Vilnius (LTU),0,0,0,0,Modern Pentathlon,Women's Modern Pentathlon
Sakiyo Asano,Japan,25,164.0,60.0,F,5/26/1987,KAGAMIHARA (JPN),0,0,0,0,Hockey,Women's Hockey
Natalya Asanova,Uzbekistan,22,177.0,58.0,F,11/29/1989,ANDIJAN REGION (UZB),0,0,0,0,Athletics,Women's 400m Hurdles
Rohollah Asgari,Islamic Republic of Iran,30,187.0,82.0,M,1/8/1982,Borojen (IRI),0,0,0,0,Athletics,Men's 110m Hurdles
Toghrul Asgarov,Azerbaijan,19,172.0,60.0,M,9/17/1992,GANJA (AZE),0,0,0,0,Wrestling,Men's 60kg Freestyle
Irada Ashumova,Azerbaijan,54,157.0,60.0,F,2/25/1958,Baku (AZE),0,0,0,0,Shooting,"Women's 10m Air Pistol, Women's 25m Pistol"
Jess Ashwood,Australia,19,173.0,64.0,F,4/28/1993,DARLINGHURST (AUS),0,0,0,0,Swimming,Women's 800m Freestyle
Erzhan Askarov,Kyrgyzstan,26,172.0,70.0,M,9/29/1985,Bishkek (KGZ),0,0,0,0,Athletics,Men's 800m
Yared Asmerom,Eritrea,32,171.0,58.0,M,2/4/1980,Asmara (ERI),0,0,0,0,Athletics,Men's Marathon
Dina Aspandiyarova,Australia,36,158.0,65.0,F,7/10/1976,Almaty (KAZ),0,0,0,0,Shooting,Women's 10m Air Pistol
Ophelie Aspord,France,21,174.0,62.0,F,5/21/1991,BRUGES (BEL),0,0,0,0,Swimming,Women's 10km Marathon
Omar Assar,Egypt,21,194.0,92.0,M,7/22/1991,KAFRELSHIKH (EGY),0,0,0,0,Table Tennis,"Men's Singles, Men's Team"
Meskerem Assefa,Ethiopia,26,161.0,42.0,F,9/20/1985,ROBE (ETH),0,0,0,0,Athletics,Women's 1500m
Sofia Assefa,Ethiopia,24,168.0,53.0,F,11/14/1987,Addis Ababa (ETH),0,0,0,0,Athletics,Women's 3000m Steeplechase
Sonia Asselah,Algeria,20,175.0,78.0,F,8/20/1991,TIZI,0,0,0,0,Judo,Women's +78kg
Volha Astashka,Belarus,25,167.0,56.0,F,8/28/1986,BARANOVICHI (BLR),0,0,0,0,Athletics,Women's 4 x 100m Relay
Jonathan Astrand,Finland,26,179.0,68.0,M,9/9/1985,Närpes (FIN),0,0,0,0,Athletics,Men's 200m
Gloria Asumnu,Nigeria,27,152.0,52.0,F,5/22/1985,HOUSTON TEXAS (USA),0,0,0,0,Athletics,"Women's 100m, Women's 200m, Women's 4 x 100m Relay"
Choucri Atafi,Morocco,30,180.0,96.0,M,12/8/1981,BOURG EN BRESSE (FRA),0,0,0,0,Wrestling,Men's 96kg Greco-Roman
Hursit Atak,Turkey,21,162.0,62.0,M,5/24/1991,SIRNAK,0,0,0,0,Weightlifting,Men's 62kg
Aleksandar Atanasijevic,Serbia,20,200.0,84.0,M,9/4/1991,Beograd (SRB),0,0,0,0,Volleyball,Men's Volleyball
Delphine Atangana,Cameroon,27,170.0,55.0,F,8/16/1984,Yaoundé (CMR),0,0,0,0,Athletics,Women's 100m
Ahmed Ghithe G Atari,Qatar,18,179.0,70.0,M,5/2/1994,Qatar (QAT),0,0,0,0,Swimming,Men's 400m Individual Medley
Marios Athanasiadis,Cyprus,25,179.0,70.0,M,10/31/1986,LEFKOSIA (CYP),0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
Huseyin Atici,Turkey,26,188.0,118.0,M,5/3/1986,GIRESUN (TUR),0,0,0,0,Athletics,Men's Shot Put
Derrick Atkins,Bahamas,28,185.0,88.0,M,1/5/1984,Kingston (JAM),0,0,0,0,Athletics,Men's 100m
Alia Atkinson,Jamaica,23,173.0,71.0,F,12/11/1988,St Andrew (JAM),0,0,0,0,Swimming,"Women's 50m Freestyle, Women's 100m Breaststroke, Women's 200m Breaststroke"
Amy Atkinson,Guam,22,165.0,55.0,F,8/5/1989,RUIT (GER),0,0,0,0,Athletics,Women's 800m
Courtney Atkinson,Australia,32,176.0,68.0,M,8/15/1979,Mackay (AUS),0,0,0,0,Triathlon,Men's Triathlon
Safouane Attaf,Morocco,28,178.0,81.0,M,3/9/1984,KENITRA (MAR),0,0,0,0,Judo,Men's -81kg
Teneal Attard,Australia,27,161.0,60.0,F,3/16/1985,Mackay (AUS),0,0,0,0,Hockey,Women's Hockey
Hoi Shun Stephanie Au,"Hong Kong, China",20,171.0,60.0,F,5/30/1992,Hong Kong (HKG),0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 200m Backstroke"
Sandra Auffarth,Germany,25,170.0,58.0,F,12/27/1986,DELMENHORST (GER),1,0,1,2,Equestrian,"Individual Eventing, Team Eventing, OPGUN LOUVO"
Jessica Augusto,Portugal,30,164.0,44.0,F,11/8/1981,Paris (FRA),0,0,0,0,Athletics,Women's Marathon
Kamila Augustyn,Poland,30,168.0,62.0,F,1/14/1982,SLUPSK,0,0,0,0,Badminton,Women's Singles
Rafal Augustyn,Poland,28,179.0,73.0,M,3/14/1984,Debica (POL),0,0,0,0,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk"
Apti Aukhadov,Russian Federation,19,178.0,85.0,M,11/18/1992,URUS,0,0,0,0,Weightlifting,Men's 85kg
Aye Aye Aung,Myanmar,27,173.0,75.0,F,12/2/1984,YANGON (MYA),0,0,0,0,Judo,Women's -78kg
James Austin,Great Britain,29,188.0,100.0,M,4/5/1983,BURTON UPON TRENT (GBR),0,0,0,0,Judo,Men's -100kg
Fatih Avan,Turkey,23,183.0,90.0,M,1/1/1989,ANDIRIN (TUR),0,0,0,0,Athletics,Men's Javelin Throw
Anna Avdeeva,Russian Federation,27,175.0,100.0,F,4/6/1985,ORENBURG (RUS),0,0,0,0,Athletics,Women's Shot Put
Kevin Avila Soto,Guatemala,19,190.0,82.0,M,12/22/1992,SANTA CATARINA PINULA (GUA),0,0,0,0,Swimming,Men's 100m Freestyle
Edwin Alcibiades Avila Vanegas,Colombia,22,167.0,63.0,M,11/21/1989,CALI (COL),0,0,0,0,Cycling - Track,Men's Team Pursuit
Mariana Avitia,Mexico,18,164.0,61.0,F,9/18/1993,MONTERREY,0,0,1,1,Archery,"Women's Individual, Women's Team"
Nazmi Avluca,Turkey,35,177.0,84.0,M,11/14/1976,Corum (TUR),0,0,0,0,Wrestling,Men's 84kg Greco-Roman
Roman Avramenko,Ukraine,24,185.0,95.0,M,3/23/1988,CRIMEA (UKR),0,0,0,0,Athletics,Men's Javelin Throw
Ekaterina Avramova,Bulgaria,20,175.0,65.0,F,11/12/1991,Sofia (BUL),0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 200m Backstroke"
Ahmed Awad,Egypt,25,165.0,66.0,M,1/1/1987,SHARKIA (EGY),0,0,0,0,Judo,Men's -66kg
Rabab Eid Sayed Awad,Egypt,21,160.0,55.0,F,8/10/1990,Cairo (EGY),0,0,0,0,Wrestling,Women's 55kg Freestyle
Azizulhasni Awang,Malaysia,24,166.0,60.0,M,1/5/1988,TERENGGANU (MAS),0,0,0,0,Cycling - Track,"Men's Sprint, Men's Keirin"
Daniel Awde,Great Britain,24,182.0,82.0,M,6/22/1988,HAMMERSMITH (GBR),0,0,0,0,Athletics,Men's Decathlon
Hiwot Ayalew,Ethiopia,22,173.0,51.0,F,3/6/1990,Gojjam (ETH),0,0,0,0,Athletics,Women's 3000m Steeplechase
Hassine Ayari,Tunisia,27,189.0,96.0,M,7/4/1985,Tunis (TUN),0,0,0,0,Wrestling,Men's 96kg Greco-Roman
Ventsislav Aydarski,Bulgaria,21,168.0,60.0,M,2/17/1991,SANDANSKI (BUL),0,0,0,0,Swimming,Men's 1500m Freestyle
Naz Aydemir,Turkey,21,186.0,68.0,F,8/14/1990,SISLI (TUR),0,0,0,0,Volleyball,Women's Volleyball
Sema Aydemir-Apak,Turkey,26,169.0,54.0,F,8/17/1985,Bursa (TUR),0,0,0,0,Athletics,Women's 4 x 400m Relay
Merve Aydin,Turkey,22,180.0,58.0,F,3/17/1990,Istanbul (TUR),0,0,0,0,Athletics,Women's 800m
Thomas Ayeko,Uganda,20,168.0,58.0,M,2/10/1992,KAPKWOROSOI (UGA),0,0,0,0,Athletics,"Men's 10,000m"
Burcu Ayhan,Turkey,22,180.0,59.0,F,5/3/1990,Mersin (TUR),0,0,0,0,Athletics,Women's High Jump
Luciana Aymar,Argentina,34,178.0,58.0,F,8/10/1977,ROSARIO,0,0,0,0,Hockey,Women's Hockey
Zied Ayt Okrame,Tunisia,23,178.0,74.0,M,12/18/1988,Tunis (TUN),0,0,0,0,Wrestling,Men's 74kg Greco-Roman
Andres Antonio Ayub Valenzuela,Chile,30,191.0,120.0,M,1/1/1982,Santiago (CHI),0,0,0,0,Wrestling,Men's 120kg Greco-Roman
Artur Ayvazyan,Ukraine,39,177.0,88.0,M,1/14/1973,Yerevan (ARM),0,0,0,0,Shooting,"Men's 10m Air Rifle, Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions"
Tatyana Azarova,Kazakhstan,26,167.0,54.0,F,12/2/1985,Astana (KAZ),0,0,0,0,Athletics,Women's 400m Hurdles
Jaime Azcarraga,Mexico,52,180.0,74.0,M,9/9/1959,Mexico D.F. (MEX),0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, GANGSTER"
Massoud Azizi,Afghanistan,23,175.0,63.0,M,11/25/1988,PANJSHIR (AFG),0,0,0,0,Athletics,Men's 100m
Yoshihiro Azuma,Japan,21,172.0,60.0,M,5/7/1991,TAKAMATSU (JPN),0,0,0,0,Athletics,Men's 4 x 400m Relay
Abdelaziz Merzougui,Spain,20,175.0,62.0,M,8/30/1991,KALMIN (MAR),0,0,0,0,Athletics,Men's 3000m Steeplechase
Abdelrahman Eltrabily,Egypt,22,190.0,120.0,M,9/7/1989,PORT SAID (EGY),0,0,0,0,Wrestling,Men's 120kg Greco-Roman
Adam Cwalina,Poland,27,186.0,82.0,M,1/26/1985,CZESTOCHOWA,0,0,0,0,Badminton,Men's Doubles
Adam Kszczot,Poland,22,178.0,68.0,M,9/2/1989,OPOCZNO (POL),0,0,0,0,Athletics,Men's 800m
Adam Pattantyus,Hungary,33,175.0,71.0,M,10/10/1978,NAGYKOROS,0,0,0,0,Table Tennis,Men's Singles
Agnese Pastare,Latvia,23,179.0,70.0,F,10/27/1988,Riga (LAT),0,0,0,0,Athletics,Women's 20km Race Walk
Agnieszka Dygacz,Poland,27,160.0,48.0,F,7/18/1985,CHORZOW (POL),0,0,0,0,Athletics,Women's 20km Race Walk
Agnieszka Jerzyk,Poland,24,170.0,58.0,F,1/15/1988,LESZNO (POL),0,0,0,0,Triathlon,Women's Triathlon
Ahmad Hazer,Lebanon,22,188.0,80.0,M,9/4/1989,Beirut (LIB),0,0,0,0,Athletics,Men's 110m Hurdles
Ahmed Gebrel,Palestine,21,180.0,73.0,M,1/22/1991,Cairo (EGY),0,0,0,0,Swimming,Men's 400m Freestyle
Ai Fukuhara,Japan,23,156.0,48.0,F,11/1/1988,SENDAI,0,0,0,0,Table Tennis,"Women's Singles, Women's Team"
Akeem Haynes,Canada,20,168.0,150.0,M,3/11/1992,Westmoreland (JAM),0,0,0,0,Athletics,Men's 4 x 100m Relay
Aksana Dziamidava,Belarus,18,167.0,54.0,F,12/23/1993,Minsk (BLR),0,0,0,0,Swimming,Women's 4x100m Freestyle Relay
Alejandro Foglia Costa,Uruguay,28,189.0,84.0,M,1/30/1984,Montevideo (URU),0,0,0,0,Sailing,Men's Laser
Aleksandar Karakasevic,Serbia,36,180.0,84.0,M,12/9/1975,Beograd (SRB),0,0,0,0,Table Tennis,Men's Singles
Aleksandr Kazakevic,Lithuania,26,176.0,74.0,M,6/12/1986,Vilnius (LTU),0,0,0,0,Wrestling,Men's 74kg Greco-Roman
Aleksey Dremin,Russian Federation,23,186.0,80.0,M,5/10/1989,Chelyabinsk (RUS),0,0,0,0,Athletics,Men's 110m Hurdles
Alena Dylko,Belarus,23,162.0,62.0,F,9/14/1988,KOSSOVO (BLR),0,0,0,0,Cycling - Track,Women's Team Pursuit
Alexander Gehbauer,Austria,22,187.0,67.0,M,4/24/1990,BENSHEIM (GER),0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
Alexandra Podryadova,Kazakhstan,23,160.0,48.0,F,5/11/1989,Shymkent (KAZ),0,0,0,0,Judo,Women's -48kg
Alexandre Emond,Canada,28,186.0,90.0,M,5/25/1984,Laval (CAN),0,0,0,0,Judo,Men's -90kg
Alican Kaynar,Turkey,23,191.0,97.0,M,10/30/1988,Istanbul (TUR),0,0,0,0,Sailing,Men's Finn
Alina Dumitru,Romania,29,158.0,48.0,F,8/30/1982,Bucuresti (ROU),0,1,0,1,Judo,Women's -48kg
Alistair Davis,South Africa,19,182.0,72.0,M,12/1/1992,Pretoria (RSA),0,0,0,0,Shooting,Men's Double Trap
Allegra Lapi,Italy,26,163.0,55.0,F,9/8/1985,BAGNO A RIPOLI (ITA),0,0,0,0,Water Polo,Women's Water Polo
Almat Kebispayev,Kazakhstan,24,166.0,60.0,M,12/12/1987,Almaty (KAZ),0,0,0,0,Wrestling,Men's 60kg Greco-Roman
Amanda Furrer,United States of America,21,168.0,56.0,F,1/17/1991,Spokane (USA),0,0,0,0,Shooting,Women's 50m Rifle 3 Positions
Amanuel Mesel,Eritrea,21,177.0,59.0,M,12/29/1990,Asmara (ERI),0,0,0,0,Athletics,Men's 5000m
Amer Hrustanovic,Austria,24,180.0,84.0,M,6/11/1988,ZVORNIK (BIH),0,0,0,0,Wrestling,Men's 84kg Greco-Roman
Amgad Hosen,Egypt,36,185.0,95.0,M,10/23/1975,LIBYA (LBA),0,0,0,0,Shooting,Men's 10m Air Rifle
Amine Laalou,Morocco,30,181.0,65.0,M,5/13/1982,Sale (MAR),0,0,0,0,Athletics,Men's 1500m
Amini Fonua,Tonga,22,183.0,79.0,M,12/14/1989,Auckland (NZL),0,0,0,0,Swimming,Men's 100m Breaststroke
Amy Hastings,United States of America,28,163.0,45.0,F,1/21/1984,LON BEACH (USA),0,0,0,0,Athletics,"Women's 10,000m"
Anastasiya Kapachinskaya,Russian Federation,32,178.0,63.0,F,11/21/1979,Moscow (RUS),0,0,0,0,Athletics,Women's 4 x 400m Relay
Ander Elosegi,Spain,24,185.0,80.0,M,11/14/1987,IRUN (ESP),0,0,0,0,Canoe Slalom,Men's Canoe Single (C1)
Andrea Foglia Costa,Uruguay,26,176.0,69.0,F,12/4/1985,Montevideo (URU),0,0,0,0,Sailing,Women's Laser Radial
Andrei Kazak,Belarus,32,178.0,100.0,M,3/13/1980,MOLODIA (UKR),0,0,0,0,Shooting,Men's 50m Pistol
Andrew Ford,Canada,23,186.0,80.0,M,6/19/1989,Guelph (CAN),0,0,0,0,Swimming,Men's 200m Individual Medley
Andrey Krivov,Russian Federation,26,185.0,72.0,M,11/14/1985,MORDOVIA REGION (RUS),0,0,0,0,Athletics,Men's 20km Race Walk
Angela Hannah,Great Britain,26,174.0,70.0,F,3/24/1986,Harare (ZIM),0,0,0,0,Canoe Sprint,Women's Kayak Four (K4) 500m
Anna Kielbasinska,Poland,22,170.0,55.0,F,6/26/1990,Warszawa (POL),0,0,0,0,Athletics,"Women's 200m, Women's 4 x 100m Relay"
Anna Merveldt,Ireland,49,168.0,60.0,F,9/20/1962,HANEY (CAN),0,0,0,0,Equestrian,"Individual Dressage, CORYOLANO"
Annabelle Lascar,Mauritius,27,163.0,54.0,F,4/25/1985,QUATRE BORNES (MRI),0,0,0,0,Athletics,Women's 800m
Anne Halkivaha,Finland,26,162.0,49.0,F,2/9/1986,ORIPAA (FIN),0,0,0,0,Athletics,Women's 20km Race Walk
Anne Haug,Germany,29,164.0,52.0,F,1/20/1983,PEGNITZ (GER),0,0,0,0,Triathlon,Women's Triathlon
Annie Last,Great Britain,21,167.0,60.0,F,9/7/1990,Nottingham (GBR),0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
Annik Marguet,Switzerland,31,162.0,61.0,F,6/30/1981,Fribourg (SUI),0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Annika Dries,United States of America,20,185.0,88.0,F,2/10/1992,La Jolla (USA),0,0,0,0,Water Polo,Women's Water Polo
Anton Kucmin,Slovakia,28,180.0,68.0,M,7/6/1984,Ilava (SVK),0,0,0,0,Athletics,Men's 20km Race Walk
Antonella del Core,Italy,31,180.0,70.0,F,11/5/1980,Napoli (ITA),0,0,0,0,Volleyball,Women's Volleyball
